用户ID,平台,设备档位,单次使用时长秒,周会话次数,是否付费
U000813,安卓,中端,347,8,0
U000814,安卓,中端,307,6,0
U000815,安卓,高端,363,8,0
U000816,安卓,低端,1262,8,0
U000817,安卓,低端,56,7,0
U000818,安卓,低端,235,5,0
U000819,安卓,低端,164,6,0
U000820,安卓,中端,121,5,0
U000821,iOS,高端,160,6,0
U000822,安卓,中端,720,4,0
U000823,安卓,中端,150,3,0
U000824,安卓,高端,4840,5,0
U000825,安卓,高端,774,3,0
U000826,iOS,高端,281,8,0
U000827,iOS,高端,257,11,0
U000828,iOS,中端,348,4,0
U000829,iOS,高端,302,7,0
U000830,iOS,中端,19,7,0
U000831,iOS,中端,486,8,0
U000832,安卓,低端,6,8,0
U000833,安卓,低端,23,7,0
U000834,安卓,低端,54,6,0
U000835,安卓,中端,16520,1,0
U000836,iOS,高端,437,9,0
U000837,安卓,低端,440,3,0
U000838,安卓,低端,226,8,0
U000839,安卓,低端,262,7,0
U000840,iOS,高端,364,6,0
U000841,iOS,中端,259,6,0
U000842,iOS,中端,229,9,0
U000843,iOS,中端,414,10,0
U000844,安卓,高端,127,9,0
U000845,iOS,中端,264,4,0
U000846,iOS,中端,53,7,0
U000847,安卓,低端,291,6,0
U000848,iOS,中端,372,7,0
U000849,安卓,中端,300,7,0
U000850,安卓,中端,68,5,0
U000851,安卓,中端,268,4,0
U000852,iOS,高端,256,9,0
U000853,安卓,低端,408,3,0
U000854,iOS,高端,343,12,1
U000855,安卓,中端,1176,5,0
U000856,iOS,中端,144,9,0
U000857,安卓,低端,44,5,0
U000858,安卓,中端,58,4,0
U000859,安卓,低端,854,7,1
U000860,安卓,低端,330,8,1
U000861,安卓,中端,371,8,0
U000862,安卓,中端,375,6,0
U000863,iOS,中端,458,6,0
U000864,安卓,低端,93,7,0
U000865,iOS,中端,1086,6,0
U000866,安卓,中端,405,8,0
U000867,安卓,低端,2680,5,0
U000868,安卓,低端,351,7,0
U000869,安卓,低端,1367,7,0
U000870,安卓,低端,237,7,0
U000871,安卓,中端,370,9,0
U000872,安卓,低端,142,9,0
U000873,iOS,高端,109,14,0
U000874,安卓,中端,838,4,0
U000875,安卓,低端,2589,4,0
U000876,iOS,低端,135,12,0
U000877,安卓,低端,178,7,0
U000878,iOS,高端,1547,5,0
U000879,安卓,低端,59,4,0
U000880,安卓,低端,25,6,0
U000881,iOS,中端,230,10,0
U000882,iOS,中端,132,6,0
U000883,安卓,低端,94,4,0
U000884,安卓,中端,490,5,0
U000885,iOS,高端,710,10,0
U000886,iOS,中端,686,9,0
U000887,安卓,低端,799,7,0
U000888,安卓,高端,174,8,0
U000889,安卓,中端,307,9,0
U000890,安卓,低端,111,5,0
U000891,安卓,低端,118,7,0
U000892,安卓,中端,320,3,0
U000893,安卓,中端,120,7,0
U000894,安卓,高端,120,3,0
U000895,安卓,中端,575,6,0
U000896,iOS,中端,472,8,0
U000897,安卓,低端,169,4,0
U000898,安卓,低端,411,8,0
U000899,安卓,低端,67,8,0
U000900,安卓,高端,25,5,0
U000901,安卓,中端,65,8,0
U000902,iOS,中端,446,4,1
U000903,安卓,高端,621,5,0
U000904,安卓,中端,152,6,0
U000905,安卓,中端,35,2,0
U000906,安卓,中端,391,7,0
U000907,iOS,高端,848,7,0
U000908,安卓,中端,2793,5,0
U000909,安卓,低端,86,11,0
U000910,安卓,低端,255,2,0
U000911,安卓,低端,463,3,0
U000912,iOS,中端,291,6,0
U000913,iOS,高端,134,8,1
U000914,安卓,中端,100,5,0
U000915,安卓,低端,56,3,0
U000916,安卓,低端,54,7,0
U000917,安卓,高端,18,5,0
U000918,iOS,中端,576,5,0
U000919,安卓,高端,166,5,0
U000920,安卓,中端,13,4,0
U000921,安卓,中端,74,6,0
U000922,安卓,中端,249,4,0
U000923,安卓,高端,1975,8,0
U000924,安卓,中端,299,5,0
U000925,安卓,中端,136,4,1
U000926,iOS,高端,119,10,0
U000927,iOS,中端,426,7,0
U000928,安卓,中端,78,7,0
U000929,安卓,中端,1849,6,0
U000930,安卓,中端,166,3,0
U000931,安卓,低端,375,8,0
U000932,安卓,中端,86,4,0
U000933,安卓,低端,21,5,0
U000934,安卓,中端,643,5,1
U000935,安卓,低端,1717,6,1
U000936,安卓,中端,320,8,0
U000937,安卓,低端,527,5,0
U000938,安卓,低端,378,6,0
U000939,安卓,中端,581,5,0
U000940,安卓,低端,290,6,0
U000941,安卓,低端,463,4,0
U000942,安卓,中端,390,6,0
U000943,安卓,低端,30,10,0
U000944,安卓,中端,71,6,0
U000945,安卓,中端,53,7,0
U000946,安卓,低端,284,7,0
U000947,安卓,中端,4009,3,0
U000948,安卓,低端,513,8,0
U000949,iOS,高端,670,3,1
U000950,iOS,中端,309,10,0
U000951,iOS,高端,413,5,0
U000952,安卓,高端,261,6,0
U000953,安卓,中端,45,3,0
U000954,安卓,低端,91,5,0
U000955,安卓,低端,79,6,0
U000956,安卓,低端,89,8,0
U000957,安卓,低端,107,4,0
U000958,安卓,中端,968,3,0
U000959,安卓,高端,310,2,0
U000960,iOS,中端,89,4,0
U000961,安卓,中端,169,7,0
U000962,iOS,中端,577,10,1
U000963,安卓,高端,241,8,0
U000964,安卓,低端,139,6,1
U000965,安卓,高端,43,6,0
U000966,安卓,中端,112,6,0
U000967,安卓,中端,196,4,0
U000968,安卓,低端,24,5,0
U000969,iOS,高端,219,5,0
U000970,iOS,中端,622,8,0
U000971,安卓,中端,884,5,0
U000972,安卓,高端,144,6,0
U000973,安卓,中端,127,6,0
U000974,安卓,低端,194,5,0
U000975,安卓,低端,257,6,0
U000976,安卓,高端,117,6,0
U000977,安卓,低端,553,7,0
U000978,安卓,低端,1029,8,0
U000979,安卓,低端,777,6,0
U000980,iOS,高端,201,6,0
U000981,安卓,高端,323,7,0
U000982,安卓,低端,13,5,0
U000983,iOS,中端,234,4,0
U000984,安卓,高端,921,4,0
U000985,安卓,中端,1339,4,0
U000986,iOS,高端,151,4,0
U000987,安卓,中端,78,6,0
U000988,安卓,低端,14,7,0
U000989,安卓,低端,99,4,0
U000990,安卓,中端,226,6,0
U000991,iOS,中端,500,11,0
U000992,iOS,高端,169,8,0
U000993,安卓,中端,786,4,0
U000994,iOS,中端,189,6,0
U000995,安卓,中端,97,5,0
U000996,iOS,中端,1042,6,0
U000997,安卓,中端,65,5,0
U000998,安卓,中端,9,2,0
U000999,iOS,高端,339,5,0
U001000,安卓,低端,600,9,0
U001001,安卓,低端,638,7,0
U001002,安卓,中端,261,5,0
U001003,安卓,中端,168,7,0
U001004,iOS,中端,232,18,0
U001005,iOS,中端,301,6,0
U001006,安卓,高端,223,6,0
U001007,iOS,中端,78,9,0
U001008,安卓,中端,205,7,0
U001009,安卓,中端,3338,5,0
U001010,安卓,低端,97,6,0
U001011,安卓,中端,46,4,0
U001012,安卓,低端,26,10,0
U001013,安卓,中端,673,9,0
U001014,安卓,中端,145,5,0
U001015,安卓,低端,414,5,0
U001016,iOS,中端,430,4,0
U001017,安卓,中端,59,6,0
U001018,iOS,低端,152,5,0
U001019,iOS,高端,416,5,0
U001020,iOS,中端,1498,6,0
U001021,安卓,高端,1239,5,0
U001022,iOS,中端,867,10,0
U001023,安卓,中端,352,7,0
U001024,安卓,高端,413,5,0
U001025,安卓,中端,700,4,0
U001026,iOS,高端,484,7,0
U001027,iOS,高端,236,12,0
U001028,iOS,中端,210,8,0
U001029,安卓,中端,185,7,1
U001030,安卓,中端,429,5,0
U001031,安卓,高端,853,5,0
U001032,安卓,中端,39,2,0
U001033,iOS,中端,228,5,0
U001034,iOS,高端,596,10,0
U001035,iOS,中端,133,6,0
U001036,安卓,中端,572,6,0
U001037,安卓,中端,512,5,0
U001038,iOS,中端,148,10,0
U001039,安卓,高端,2424,4,0
U001040,安卓,中端,1807,5,0
U001041,安卓,中端,96,3,0
U001042,安卓,低端,26,4,0
U001043,iOS,中端,769,7,0
U001044,iOS,高端,596,11,0
U001045,iOS,中端,40,7,0
U001046,iOS,中端,185,6,1
U001047,iOS,中端,338,5,0
U001048,iOS,中端,107,6,0
U001049,安卓,中端,2713,9,0
U001050,iOS,中端,654,12,0
U001051,安卓,高端,131,7,0
U001052,安卓,低端,312,3,0
U001053,安卓,低端,213,5,0
U001054,安卓,低端,136,2,0
U001055,安卓,低端,280,9,0
U001056,安卓,中端,280,5,0
U001057,iOS,高端,798,10,0
U001058,iOS,高端,317,7,0
U001059,iOS,中端,811,5,0
U001060,iOS,中端,271,7,0
U001061,安卓,中端,729,6,0
U001062,安卓,低端,71,2,0
U001063,安卓,中端,58,4,0
U001064,安卓,高端,2806,3,0
U001065,iOS,低端,109,13,0
U001066,安卓,低端,9,9,0
U001067,iOS,中端,86,13,0
U001068,安卓,中端,986,2,0
U001069,安卓,中端,197,4,0
U001070,安卓,低端,134,4,0
U001071,安卓,低端,220,5,0
U001072,安卓,中端,183,5,0
U001073,安卓,中端,4565,4,0
U001074,安卓,低端,113,8,0
U001075,iOS,中端,1167,6,0
U001076,安卓,低端,2583,2,0
U001077,安卓,高端,395,3,0
U001078,安卓,中端,63,3,0
U001079,安卓,低端,75,1,0
U001080,安卓,中端,152,6,0
U001081,安卓,低端,35,4,0
U001082,iOS,中端,1097,8,0
U001083,安卓,低端,601,4,0
U001084,iOS,中端,822,14,0
U001085,安卓,中端,30,10,0
U001086,iOS,高端,148,8,0
U001087,iOS,低端,825,4,0
U001088,iOS,高端,407,5,0
U001089,安卓,低端,425,9,0
U001090,安卓,低端,48,7,0
U001091,安卓,中端,7,4,0
U001092,iOS,中端,33,11,0
U001093,安卓,中端,326,6,0
U001094,安卓,低端,1705,8,0
U001095,安卓,低端,175,3,0
U001096,iOS,中端,86,10,0
U001097,安卓,高端,338,8,0
U001098,安卓,中端,491,6,0
U001099,安卓,低端,514,7,0
U001100,iOS,高端,217,4,0
U001101,安卓,高端,339,6,0
U001102,安卓,低端,41,3,0
U001103,安卓,中端,9,7,0
U001104,安卓,中端,530,6,0
U001105,安卓,中端,369,6,0
U001106,安卓,中端,2589,3,0
U001107,安卓,低端,106,4,0
U001108,iOS,中端,387,5,0
U001109,安卓,中端,34,5,0
U001110,安卓,中端,679,3,0
U001111,安卓,中端,110,7,0
U001112,iOS,高端,772,9,0
U001113,安卓,低端,47,4,0
U001114,iOS,高端,190,5,0
U001115,安卓,低端,66,7,0
U001116,安卓,低端,2583,2,1
U001117,安卓,低端,408,8,0
U001118,iOS,中端,1019,9,0
U001119,iOS,中端,307,8,0
U001120,安卓,中端,165,9,0
U001121,安卓,高端,295,6,0
U001122,iOS,中端,431,9,0
U001123,安卓,低端,525,2,0
U001124,安卓,中端,271,7,1
U001125,iOS,中端,338,8,0
U001126,安卓,低端,152,3,0
U001127,iOS,中端,753,10,0
U001128,安卓,中端,329,10,0
U001129,iOS,高端,327,6,0
U001130,iOS,中端,2296,6,1
U001131,安卓,中端,61,5,0
U001132,iOS,中端,215,7,0
U001133,安卓,中端,37,8,0
U001134,iOS,中端,338,6,0
U001135,安卓,中端,142,4,0
U001136,iOS,中端,81,8,0
U001137,iOS,低端,2551,5,0
U001138,安卓,中端,134,6,0
U001139,安卓,低端,869,6,0
U001140,iOS,低端,267,5,0
U001141,安卓,高端,195,5,0
U001142,iOS,中端,626,7,0
U001143,安卓,低端,409,5,0
U001144,安卓,中端,139,3,0
U001145,iOS,中端,170,11,0
U001146,安卓,低端,1975,2,0
U001147,iOS,高端,292,5,0
U001148,安卓,低端,17,3,0
U001149,安卓,高端,1895,6,0
U001150,安卓,低端,166,1,0
U001151,安卓,中端,221,5,0
U001152,安卓,中端,117,8,0
U001153,安卓,低端,472,3,0
U001154,安卓,低端,715,7,0
U001155,iOS,中端,448,3,0
U001156,安卓,中端,47,7,0
U001157,安卓,中端,96,6,0
U001158,安卓,低端,1283,7,0
U001159,安卓,高端,210,8,0
U001160,iOS,高端,828,4,0
U001161,iOS,中端,234,9,0
U001162,安卓,高端,1039,6,0
U001163,iOS,低端,146,11,0
U001164,安卓,低端,559,7,0
U001165,安卓,低端,378,4,0
U001166,iOS,低端,121,7,0
U001167,安卓,中端,258,3,0
U001168,安卓,中端,286,5,0
U001169,安卓,低端,98,6,0
U001170,安卓,低端,175,4,0
U001171,安卓,低端,350,3,0
U001172,安卓,低端,248,6,0
U001173,安卓,低端,4256,8,0
U001174,iOS,中端,224,7,0
U001175,iOS,中端,244,5,0
U001176,安卓,中端,353,5,0
U001177,安卓,中端,2374,7,0
U001178,iOS,中端,182,7,0
U001179,iOS,中端,371,2,0
U001180,iOS,高端,1009,7,0
U001181,安卓,中端,1089,8,0
U001182,iOS,高端,763,6,0
U001183,安卓,中端,475,4,0
U001184,安卓,中端,43,5,0
U001185,iOS,低端,671,7,0
U001186,iOS,中端,63,8,0
U001187,安卓,中端,542,3,0
U001188,iOS,高端,597,5,0
U001189,安卓,低端,217,6,0
U001190,安卓,低端,1187,7,0
U001191,安卓,高端,36,4,0
U001192,iOS,中端,89,9,0
U001193,安卓,低端,15,6,0
U001194,iOS,中端,375,5,0
U001195,iOS,高端,1559,10,0
U001196,iOS,中端,1525,6,0
U001197,iOS,中端,123,6,0
U001198,安卓,低端,39,6,0
U001199,安卓,低端,95,9,0
U001200,iOS,高端,207,5,0
U001201,安卓,高端,22558,10,0
U001202,iOS,中端,136,12,0
U001203,iOS,高端,629,4,0
U001204,安卓,低端,335,6,0
U001205,iOS,中端,290,8,1
U001206,iOS,低端,242,4,0
U001207,安卓,中端,236,6,0
U001208,iOS,高端,205,10,0
U001209,安卓,中端,113,5,0
U001210,iOS,中端,165,4,0
U001211,安卓,低端,901,7,0
U001212,安卓,中端,164,7,0
U001213,iOS,中端,277,5,0
U001214,iOS,中端,80,7,0
U001215,安卓,高端,493,2,0
U001216,安卓,中端,1108,5,0
U001217,安卓,中端,243,5,0
U001218,iOS,低端,303,8,0
U001219,安卓,中端,43,2,0
U001220,iOS,中端,128,7,0
U001221,安卓,低端,254,7,0
U001222,iOS,中端,1207,5,0
U001223,安卓,低端,107,8,0
U001224,iOS,高端,332,11,0
U001225,iOS,中端,53,8,0
U001226,安卓,高端,2094,7,0
U001227,iOS,高端,165,7,0
U001228,安卓,高端,125,3,0
U001229,安卓,低端,423,2,0
U001230,安卓,中端,636,8,0
U001231,安卓,低端,220,4,0
U001232,iOS,高端,177,8,0
U001233,iOS,中端,760,4,0
U001234,安卓,中端,136,8,0
U001235,iOS,高端,150,12,0
U001236,安卓,高端,587,2,0
U001237,iOS,中端,219,7,0
U001238,iOS,高端,90,6,0
U001239,iOS,低端,366,5,0
U001240,iOS,高端,192,7,0
U001241,安卓,中端,264,5,0
U001242,安卓,低端,30,5,0
U001243,iOS,中端,151,12,0
U001244,iOS,中端,168,9,0
U001245,iOS,中端,110,6,0
U001246,iOS,中端,338,7,0
U001247,安卓,低端,106,4,0
U001248,iOS,中端,497,4,0
U001249,安卓,低端,65,5,0
U001250,安卓,低端,53,6,0
U001251,安卓,低端,63,7,0
U001252,iOS,低端,230,17,0
U001253,安卓,低端,290,7,1
U001254,iOS,低端,97,6,0
U001255,iOS,中端,835,5,0
U001256,iOS,高端,495,8,0
U001257,安卓,中端,651,8,0
U001258,iOS,中端,396,5,0
U001259,安卓,中端,361,5,0
U001260,安卓,中端,362,5,0
U001261,安卓,低端,536,6,0
U001262,安卓,中端,279,6,1
U001263,iOS,中端,840,3,0
U001264,安卓,低端,72,11,0
U001265,安卓,中端,19,4,0
U001266,iOS,低端,112,7,0
U001267,iOS,高端,226,7,0
U001268,安卓,中端,249,4,0
U001269,安卓,低端,187,4,0
U001270,安卓,高端,4742,8,0
U001271,iOS,中端,299,7,0
U001272,安卓,高端,1394,5,0
U001273,iOS,中端,668,9,0
U001274,安卓,高端,173,9,0
U001275,iOS,中端,74,8,0
U001276,安卓,低端,31,2,0
U001277,安卓,高端,669,3,0
U001278,iOS,中端,104,9,0
U001279,安卓,低端,708,4,0
U001280,安卓,中端,123,7,0
U001281,iOS,高端,184,6,0
U001282,安卓,中端,325,6,0
U001283,安卓,中端,114,5,0
U001284,iOS,中端,292,7,0
U001285,iOS,高端,261,7,0
U001286,安卓,中端,37,3,0
U001287,安卓,中端,39,5,0
U001288,iOS,中端,224,5,0
U001289,iOS,高端,234,9,0
U001290,安卓,高端,32,5,0
U001291,iOS,高端,396,5,0
U001292,安卓,低端,112,9,0
U001293,安卓,低端,550,11,0
U001294,iOS,中端,374,9,0
U001295,安卓,低端,148,6,0
U001296,iOS,中端,1432,10,0
U001297,iOS,中端,315,8,0
U001298,安卓,低端,13,7,0
U001299,安卓,中端,183,8,0
U001300,iOS,低端,140,9,0
U001301,iOS,中端,1548,6,0
U001302,安卓,低端,64,6,0
U001303,安卓,中端,23,12,0
U001304,iOS,中端,348,10,0
U001305,iOS,中端,154,8,0
U001306,iOS,高端,416,7,0
U001307,iOS,中端,820,9,0
U001308,安卓,中端,689,3,0
U001309,安卓,中端,40,4,0
U001310,安卓,低端,444,6,0
U001311,安卓,低端,103,3,0
U001312,安卓,低端,231,5,0
U001313,安卓,中端,56,4,0
U001314,安卓,低端,677,7,0
U001315,iOS,高端,619,10,0
U001316,安卓,低端,64,3,0
U001317,iOS,低端,686,9,0
U001318,安卓,高端,446,5,0
U001319,iOS,中端,54,11,0
U001320,安卓,高端,135,6,0
U001321,iOS,中端,438,4,0
U001322,安卓,低端,353,7,0
U001323,安卓,低端,208,9,0
U001324,安卓,中端,85,6,0
U001325,安卓,低端,529,8,0
U001326,iOS,中端,62,5,1
U001327,iOS,中端,259,8,0
U001328,安卓,低端,26,15,0
U001329,安卓,中端,51,8,0
U001330,iOS,中端,601,3,0
U001331,安卓,中端,95,3,0
U001332,iOS,高端,163,7,0
U001333,iOS,中端,447,9,0
U001334,安卓,低端,89,7,0
U001335,安卓,中端,131,10,0
U001336,iOS,中端,201,6,0
U001337,安卓,中端,360,9,0
U001338,安卓,中端,35,6,0
U001339,iOS,中端,79,6,0
U001340,iOS,高端,450,8,0
U001341,iOS,中端,401,8,0
U001342,iOS,高端,1510,7,0
U001343,安卓,高端,472,4,0
U001344,安卓,中端,712,7,0
U001345,安卓,中端,752,7,0
U001346,iOS,低端,1550,7,0
U001347,iOS,中端,182,7,0
U001348,iOS,高端,130,8,0
U001349,iOS,中端,72,7,0
U001350,iOS,高端,552,5,0
U001351,iOS,中端,297,10,0
U001352,安卓,中端,124,6,0
U001353,安卓,低端,159,3,0
U001354,安卓,低端,58,7,0
U001355,安卓,低端,32,7,0
U001356,iOS,中端,196,12,0
U001357,iOS,中端,235,9,0
U001358,安卓,低端,1458,7,0
U001359,iOS,中端,435,13,0
U001360,安卓,中端,528,8,0
U001361,iOS,中端,258,2,0
U001362,iOS,高端,279,6,0
U001363,安卓,中端,332,6,0
U001364,安卓,低端,1209,4,0
U001365,iOS,低端,846,12,0
U001366,安卓,低端,314,5,0
U001367,安卓,低端,118,6,1
U001368,iOS,中端,346,5,0
U001369,安卓,中端,176,3,0
U001370,iOS,中端,234,14,0
U001371,iOS,中端,839,4,1
U001372,安卓,高端,126,4,0
U001373,iOS,高端,361,6,0
U001374,安卓,低端,120,5,1
U001375,安卓,低端,83,4,0
U001376,安卓,低端,75,5,0
U001377,iOS,中端,344,9,0
U001378,iOS,中端,69,8,0
U001379,安卓,低端,1458,4,0
U001380,安卓,低端,407,10,0
U001381,安卓,低端,417,9,0
U001382,iOS,中端,272000,12,0
U001383,安卓,中端,388,3,0
U001384,安卓,中端,269,7,0
U001385,安卓,中端,194,3,0
U001386,安卓,低端,3979,6,0
U001387,安卓,中端,310,3,0
U001388,iOS,中端,418,5,0
U001389,安卓,高端,918,7,0
U001390,安卓,中端,227,5,0
U001391,安卓,低端,36,9,0
U001392,iOS,低端,225,8,0
U001393,iOS,低端,337,4,0
U001394,安卓,高端,11,7,0
U001395,安卓,低端,28,8,0
U001396,iOS,中端,838,6,0
U001397,iOS,高端,559,6,0
U001398,安卓,中端,82,6,0
U001399,安卓,低端,183,5,0
U001400,安卓,中端,158,5,0
U001401,安卓,中端,32,3,0
U001402,安卓,中端,95,7,0
U001403,安卓,低端,444,8,0
U001404,iOS,低端,343,9,0
U001405,安卓,中端,116,9,0
U001406,安卓,中端,416,1,0
U001407,安卓,高端,138,2,0
U001408,iOS,中端,13919,13,0
U001409,安卓,低端,114,3,0
U001410,安卓,中端,125,4,0
U001411,安卓,高端,335,5,0
U001412,安卓,低端,57,8,0
U001413,安卓,中端,389,5,0
U001414,安卓,低端,218,8,0
U001415,安卓,低端,474,3,0
U001416,iOS,低端,420,4,0
U001417,安卓,中端,161,6,0
U001418,安卓,中端,33,10,0
U001419,安卓,低端,124,4,0
U001420,安卓,中端,1400,5,0
U001421,安卓,低端,15,4,0
U001422,安卓,低端,27,4,0
U001423,安卓,低端,735,4,0
U001424,iOS,中端,173,3,0
U001425,安卓,高端,58,4,0
U001426,iOS,中端,186,14,0
U001427,安卓,低端,82,6,0
U001428,安卓,低端,436,5,0
U001429,安卓,高端,3447,5,0
U001430,安卓,中端,69,4,0
U001431,安卓,中端,55,8,1
U001432,安卓,高端,144,7,1
U001433,iOS,中端,32,6,0
U001434,iOS,中端,310,8,0
U001435,iOS,中端,355,8,0
U001436,安卓,中端,553,3,0
U001437,iOS,高端,1135,9,0
U001438,iOS,高端,246,10,0
U001439,iOS,高端,263,5,0
U001440,安卓,中端,202,2,0
U001441,安卓,低端,131,5,0
U001442,iOS,低端,681,5,0
U001443,安卓,中端,929,6,0
U001444,安卓,高端,361,7,0
U001445,iOS,高端,303,8,0
U001446,安卓,中端,19,5,0
U001447,安卓,中端,24,4,0
U001448,iOS,中端,790,7,0
U001449,安卓,低端,47,7,1
U001450,安卓,中端,94,3,0
U001451,安卓,中端,128,8,0
U001452,安卓,中端,340,4,0
U001453,iOS,中端,95,10,0
U001454,iOS,高端,256,7,0
U001455,iOS,中端,199,3,0
U001456,iOS,中端,1635,8,0
U001457,安卓,中端,174,3,0
U001458,iOS,高端,224,8,0
U001459,安卓,中端,342,5,0
U001460,安卓,低端,153,3,0
U001461,iOS,高端,1165,9,1
U001462,iOS,中端,414,7,1
U001463,安卓,低端,1138,6,0
U001464,安卓,低端,435,6,0
U001465,安卓,中端,45,6,0
U001466,iOS,高端,327,7,0
U001467,安卓,中端,287,4,0
U001468,安卓,高端,98,10,0
U001469,安卓,中端,262,4,0
U001470,安卓,中端,850,3,0
U001471,安卓,中端,429,3,0
U001472,安卓,低端,163,7,0
U001473,安卓,高端,123,5,0
U001474,安卓,低端,244,7,0
U001475,安卓,低端,127,6,0
U001476,安卓,低端,822,3,1
U001477,安卓,高端,1898,2,0
U001478,iOS,高端,249,5,0
U001479,iOS,高端,3463,5,0
U001480,安卓,低端,37,9,0
U001481,iOS,中端,56,8,0
U001482,iOS,中端,737,6,1
U001483,iOS,中端,93,8,1
U001484,iOS,高端,85,12,0
U001485,iOS,中端,371,7,0
U001486,安卓,低端,226,8,0
U001487,安卓,中端,171,4,0
U001488,安卓,低端,37,5,0
U001489,安卓,低端,29,7,0
U001490,iOS,高端,1810,9,0
U001491,安卓,低端,512,5,0
U001492,安卓,高端,103,4,0
U001493,安卓,高端,348,5,0
U001494,iOS,中端,65,4,1
U001495,iOS,中端,167,6,0
U001496,安卓,高端,46,4,0
U001497,安卓,中端,28,6,0
U001498,iOS,中端,589,7,0
